,Source.Name,,created_at,id,,like_count,quote_count,reply_count,retweet_count,,tweet,,CLEANED
1497,FinancialTimesv3_0724.csv,,18/07/2020 10:12,502,,31,1,1,14,,The super-rich do their bit for the Covid-19 crisis… So why all the mockery? https://t.co/s9FniwPv7m,,The superrich do their bit for the Covid19 crisis So why all the mockery? httpstcos9FniwPv7m
1494,FinancialTimesv3_0724.csv,,18/07/2020 11:34,503,,29,0,3,14,,EU leaders seek to break deadlock on recovery fund https://t.co/VKblVhuQy9,,EU leaders seek to break deadlock on recovery fund httpstcoVKblVhuQy9
1493,FinancialTimesv3_0724.csv,,18/07/2020 12:14,504,,22,2,0,14,,Can you bottle wellness? These beauty brands think so https://t.co/kWV5ih5tpX,,Can you bottle wellness? These beauty brands think so httpstcokWV5ih5tpX
1492,FinancialTimesv3_0724.csv,,18/07/2020 13:03,505,,15,1,5,14,,"Scientists who have spent months focused on the role of antibodies in fighting Covid-19 are beginning to suspect that a lesser known part of the immune system is equally crucial: T-cells.
https://t.co/ASCnuPBHGm https://t.co/fXAIOZFki5",,Scientists who have spent months focused on the role of antibodies in fighting Covid19 are beginning to suspect that a lesser known part of the immune system is equally crucial TcellshttpstcoASCnuPBHGm httpstcofXAIOZFki5
1489,FinancialTimesv3_0724.csv,,18/07/2020 14:20,506,,39,5,1,14,,G20 under pressure to boost global recession mitigation plan https://t.co/HxHwBbXlXT,,G20 under pressure to boost global recession mitigation plan httpstcoHxHwBbXlXT
1488,FinancialTimesv3_0724.csv,,18/07/2020 14:20,507,,30,3,2,14,,EssilorLuxottica sues takeover target over access to Covid-19 information https://t.co/YOAegLq3yu,,EssilorLuxottica sues takeover target over access to Covid19 information httpstcoYOAegLq3yu
1487,FinancialTimesv3_0724.csv,,18/07/2020 16:03,508,,20,2,4,14,,"Will inflight magazines survive the sharp travel downturn, advertising losses and fears of Covid-19 transmission via their pages? https://t.co/kAmfKPSS4i",,Will inflight magazines survive the sharp travel downturn advertising losses and fears of Covid19 transmission via their pages? httpstcokAmfKPSS4i
1484,FinancialTimesv3_0724.csv,,18/07/2020 18:28,509,,20,1,3,14,,"In this week’s edition of Scoreboard, we explore: https://t.co/mJPDStv52R 
⚽️ How Manchester City successfully overturned its Champions League ban
🏉 Why CVC Capital partners keep spending big on rugby
🤼‍♀️ How UFC’s long relationship with Abu Dhabi paid off",,In this weeks edition of Scoreboard we explore httpstcomJPDStv52R  How Manchester City successfully overturned its Champions League ban Why CVC Capital partners keep spending big on rugby How UFCs long relationship with Abu Dhabi paid off
1482,FinancialTimesv3_0724.csv,,18/07/2020 18:50,510,,41,1,4,14,,"Immunity to infection arises from a complicated interplay of cells and proteins such as antibodies, which are produced in various human tissues.
 In case you didn't take immunology 101, we've made our T-cell explainer free-to-read. https://t.co/rkH8De7DL9 https://t.co/4bqECpeGwB",,Immunity to infection arises from a complicated interplay of cells and proteins such as antibodies which are produced in various human tissues In case you didnt take immunology 101 weve made our Tcell explainer freetoread httpstcorkH8De7DL9 httpstco4bqECpeGwB
1481,FinancialTimesv3_0724.csv,,18/07/2020 18:51,511,,25,1,4,14,,"John Lewis, civil rights activist and Democratic congressman, 1940-2020 https://t.co/y0ojaDjZMi",,John Lewis civil rights activist and Democratic congressman 19402020 httpstcoy0ojaDjZMi
1479,FinancialTimesv3_0724.csv,,18/07/2020 21:40,512,,31,3,1,14,,G20 falls short on debt relief for poor countries https://t.co/8U5FjhuKsF,,G20 falls short on debt relief for poor countries httpstco8U5FjhuKsF
1476,FinancialTimesv3_0724.csv,,19/07/2020 03:09,513,,52,4,2,14,,"British Airways has said it will retire its 747, the jet affectionately known to pilots as 'Queen of the Skies' for its size and unique shape. In this piece, a pilot recalls his final flight on the aeroplane that made him fall in love with aviation https://t.co/z6IxB3eQpW",,British Airways has said it will retire its 747 the jet affectionately known to pilots as Queen of the Skies for its size and unique shape In this piece a pilot recalls his final flight on the aeroplane that made him fall in love with aviation httpstcoz6IxB3eQpW
1475,FinancialTimesv3_0724.csv,,19/07/2020 05:08,514,,19,2,4,14,,"Can Vladimir Putin and his network of spies play the same tune twice? This is the central question posed in 'Shadow State' by Luke Harding, an exposé that takes in Skripal, Trump 2016 and the UK’s long-delayed Russia report https://t.co/AkoRYQ5eMI",,Can Vladimir Putin and his network of spies play the same tune twice? This is the central question posed in Shadow State by Luke Harding an expos that takes in Skripal Trump 2016 and the UKs longdelayed Russia report httpstcoAkoRYQ5eMI
1474,FinancialTimesv3_0724.csv,,19/07/2020 05:32,515,,31,3,1,14,,How a Michelin star restaurant copes with coronavirus https://t.co/MJ9tSV1iBh,,How a Michelin star restaurant copes with coronavirus httpstcoMJ9tSV1iBh
1472,FinancialTimesv3_0724.csv,,19/07/2020 05:32,516,,0,0,0,14,,Cloud business reaps rewards of the work-from-home revolution https://t.co/PIXUsX9OHg,,Cloud business reaps rewards of the workfromhome revolution httpstcoPIXUsX9OHg
1473,FinancialTimesv3_0724.csv,,19/07/2020 05:32,517,,17,2,5,15,,How constant Slack messaging has made work more taxing https://t.co/KG3hff2blX,,How constant Slack messaging has made work more taxing httpstcoKG3hff2blX
1470,FinancialTimesv3_0724.csv,,19/07/2020 05:52,518,,32,1,1,15,,"A new sell signal? Stocks underperform after pay revolt, says UBS https://t.co/OElIGyeSw5",,A new sell signal? Stocks underperform after pay revolt says UBS httpstcoOElIGyeSw5
1471,FinancialTimesv3_0724.csv,,19/07/2020 05:52,519,,26,4,6,15,,Turkey fuels regional power game over Mediterranean gas reserves https://t.co/uh69EXWizH,,Turkey fuels regional power game over Mediterranean gas reserves httpstcouh69EXWizH
1466,FinancialTimesv3_0724.csv,,19/07/2020 10:49,520,,31,0,1,15,,Johnson plays down prospect of second nationwide lockdown https://t.co/shfunT1CaN,,Johnson plays down prospect of second nationwide lockdown httpstcoshfunT1CaN
1463,FinancialTimesv3_0724.csv,,19/07/2020 11:19,521,,56,3,5,15,,"Retail bankruptcies ‘tip of the iceberg’, says Levi Strauss boss https://t.co/Ko3I5xHCbh",,Retail bankruptcies tip of the iceberg says Levi Strauss boss httpstcoKo3I5xHCbh
1462,FinancialTimesv3_0724.csv,,19/07/2020 12:08,522,,36,2,0,15,,Biden eyes historic opportunity as Trump’s star wanes in Texas https://t.co/dUGhBLnF7R,,Biden eyes historic opportunity as Trumps star wanes in Texas httpstcodUGhBLnF7R
1461,FinancialTimesv3_0724.csv,,19/07/2020 13:08,523,,16,4,2,15,,"A $1bn refit is transforming one of the world's most famous hotels, the Waldorf Astoria in Manhattan, into uber-luxury residences. Will it pay off? https://t.co/La1B9UDG81",,A 1bn refit is transforming one of the worlds most famous hotels the Waldorf Astoria in Manhattan into uberluxury residences Will it pay off? httpstcoLa1B9UDG81
1460,FinancialTimesv3_0724.csv,,19/07/2020 13:13,524,,41,1,4,15,,Looking for a natural high? Clare Coulson has the professional tips and tricks to plant a wellbeing garden https://t.co/S853WZSuUh,,Looking for a natural high? Clare Coulson has the professional tips and tricks to plant a wellbeing garden httpstcoS853WZSuUh
1459,FinancialTimesv3_0724.csv,,19/07/2020 13:40,525,,30,3,3,15,,Europe and US can still beat Chinese tech https://t.co/AmRqXChbMO,,Europe and US can still beat Chinese tech httpstcoAmRqXChbMO
1457,FinancialTimesv3_0724.csv,,19/07/2020 14:59,526,,0,0,0,15,,US Covid-19 surge would risk a double-dip recession https://t.co/CLg6kinJDa,,US Covid19 surge would risk a doubledip recession httpstcoCLg6kinJDa
1455,FinancialTimesv3_0724.csv,,19/07/2020 17:08,527,,14,0,1,15,,Food and drink editor Alexander Gilmour on garlic's miraculous powers of transfiguration https://t.co/w1uejiH5aD,,Food and drink editor Alexander Gilmour on garlics miraculous powers of transfiguration httpstcow1uejiH5aD
1448,FinancialTimesv3_0724.csv,,19/07/2020 21:09,528,,24,2,6,15,,"Looking for adventure in the great outdoors? From hiking to trekking and mountain biking, discover the latest gear to take-on the toughest terrain https://t.co/l3DUNVsZ0b",,Looking for adventure in the great outdoors? From hiking to trekking and mountain biking discover the latest gear to takeon the toughest terrain httpstcol3DUNVsZ0b
1446,FinancialTimesv3_0724.csv,,19/07/2020 22:07,529,,35,1,6,15,,Democrats seek probe into ‘secret police force’ in Oregon https://t.co/AO68XP3hja,,Democrats seek probe into secret police force in Oregon httpstcoAO68XP3hja
1445,FinancialTimesv3_0724.csv,,19/07/2020 23:23,530,,23,2,5,15,,EU leaders struggle to break summit logjam over virus recovery fund https://t.co/8jFNIUC1me,,EU leaders struggle to break summit logjam over virus recovery fund httpstco8jFNIUC1me
1444,FinancialTimesv3_0724.csv,,20/07/2020 01:00,531,,0,0,0,15,,"Hello, Hong Kong. While you were sleeping, this was our most read story: https://t.co/aJR9ltCPc5",,Hello Hong Kong While you were sleeping this was our most read story httpstcoaJR9ltCPc5
1441,FinancialTimesv3_0724.csv,,20/07/2020 04:19,532,,32,1,1,15,,RT @Claire_Bushey: I wrote about the returning to Mass at St. Gertrude after months away. https://t.co/TBCe1DmzAk via @financialtimes,,RT ClaireBushey I wrote about the returning to Mass at St Gertrude after months away httpstcoTBCe1DmzAk via financialtimes
1435,FinancialTimesv3_0724.csv,,20/07/2020 06:23,533,,41,2,2,15,,"A ‘frugal’ alliance of Austria, Denmark, the Netherlands and Sweden told other EU states they wanted to scale back proposed grants by €100bn in a coronavirus recovery package worth €700bn https://t.co/DdxXYGiVa3",,A frugal alliance of Austria Denmark the Netherlands and Sweden told other EU states they wanted to scale back proposed grants by 100bn in a coronavirus recovery package worth 700bn httpstcoDdxXYGiVa3
1434,FinancialTimesv3_0724.csv,,20/07/2020 06:40,534,,19,1,0,15,,"Local officials in Oregon have accused the Trump administration of using unlawful and ‘abhorrent’ tactics in Portland, the state’s largest city https://t.co/8vQMViao0l",,Local officials in Oregon have accused the Trump administration of using unlawful and abhorrent tactics in Portland the states largest city httpstco8vQMViao0l
1431,FinancialTimesv3_0724.csv,,20/07/2020 07:40,535,,19,0,0,15,,Hong Kong used to revel in its reputation for its free press and as an outlet for open criticism of Beijing. But China’s new national security law has sent a chill through the once vibrant publishing industry https://t.co/BYx46nbhJH https://t.co/5Ck2goUjyB,,Hong Kong used to revel in its reputation for its free press and as an outlet for open criticism of Beijing But Chinas new national security law has sent a chill through the once vibrant publishing industry httpstcoBYx46nbhJH httpstco5Ck2goUjyB
1430,FinancialTimesv3_0724.csv,,20/07/2020 08:04,536,,44,4,4,15,,"FT Big Read: After months of escaping the worst of the coronavirus pandemic, infections and deaths have begun to increase sharply in Africa, raising fears that a young population will not protect the world’s poorest continent https://t.co/DzbMGeCFFj",,FT Big Read After months of escaping the worst of the coronavirus pandemic infections and deaths have begun to increase sharply in Africa raising fears that a young population will not protect the worlds poorest continent httpstcoDzbMGeCFFj
1429,FinancialTimesv3_0724.csv,,20/07/2020 08:21,537,,23,3,9,15,,"The UK is set to face a ‘jobs bloodbath’, according to manufacturing trade group Make UK as hopes for a return to normal business fade and redundancy plans ramp up https://t.co/icKt8w6nVT",,The UK is set to face a jobs bloodbath according to manufacturing trade group Make UK as hopes for a return to normal business fade and redundancy plans ramp up httpstcoicKt8w6nVT
1428,FinancialTimesv3_0724.csv,,20/07/2020 08:40,538,,27,2,2,15,,"Pilita Clark: Workplace chat tools were supposed to replace or at least reduce brimming email inboxes. Instead, now we must spend time monitoring both https://t.co/owsliRkeXC",,Pilita Clark Workplace chat tools were supposed to replace or at least reduce brimming email inboxes Instead now we must spend time monitoring both httpstcoowsliRkeXC
1427,FinancialTimesv3_0724.csv,,20/07/2020 09:00,539,,34,3,2,15,,"To break even, airlines need to sell about 75% of a plane’s seating capacity — 8 percentage points higher than an aeroplane where every third seat is empty. ‘If you leave the middle seat empty . . . you’re not going to make money.’ https://t.co/ZB15jCNUHf https://t.co/o5ODMPCPow",,To break even airlines need to sell about 75 of a planes seating capacity  8 percentage points higher than an aeroplane where every third seat is empty If you leave the middle seat emptyyoure not going to make money httpstcoZB15jCNUHf httpstcoo5ODMPCPow
1425,FinancialTimesv3_0724.csv,,20/07/2020 10:00,540,,30,1,1,15,,RT @davidpilling: Pandemic in #Africa is entering a new phase but what exactly is happening &amp; how bad could it get? This piece picks throug…,,RT davidpilling Pandemic in Africa is entering a new phase but what exactly is happening amp how bad could it get? This piece picks throug
1423,FinancialTimesv3_0724.csv,,20/07/2020 10:56,541,,24,2,5,16,,"Flying with empty middle seats means airlines will struggle to turn a profit, creating a dilemma for an industry desperate to revive itself while also reassuring passengers they are safe. 

Find out more here: https://t.co/U22cHcpi1y https://t.co/jmPURMrK09",,Flying with empty middle seats means airlines will struggle to turn a profit creating a dilemma for an industry desperate to revive itself while also reassuring passengers they are safe Find out more here httpstcoU22cHcpi1y httpstcojmPURMrK09
1421,FinancialTimesv3_0724.csv,,20/07/2020 11:30,542,,28,2,0,16,,UK universities are cutting the jobs of thousands of academics on short-term contracts as the sector prepares to make sweeping cuts in the wake of coronavirus https://t.co/cVYAqUiUOW,,UK universities are cutting the jobs of thousands of academics on shortterm contracts as the sector prepares to make sweeping cuts in the wake of coronavirus httpstcocVYAqUiUOW
1420,FinancialTimesv3_0724.csv,,20/07/2020 12:00,543,,31,2,4,16,,"England’s retailers will find their diplomatic skills put to the test from July 24, when mandatory mask-wearing is introduced https://t.co/XO3wqLV2T5",,Englands retailers will find their diplomatic skills put to the test from July 24 when mandatory maskwearing is introduced httpstcoXO3wqLV2T5
1419,FinancialTimesv3_0724.csv,,20/07/2020 12:30,544,,38,4,4,16,,The UK has signalled it will join allies in suspending its extradition treaty with Hong Kong in the latest sign of deteriorating bilateral relations between London and Beijing https://t.co/Rg88cgXffT,,The UK has signalled it will join allies in suspending its extradition treaty with Hong Kong in the latest sign of deteriorating bilateral relations between London and Beijing httpstcoRg88cgXffT
1418,FinancialTimesv3_0724.csv,,20/07/2020 13:00,545,,27,1,2,16,,Hello New York. While you were sleeping this was our most-read story https://t.co/mgMIIVrblL,,Hello New York While you were sleeping this was our mostread story httpstcomgMIIVrblL
1417,FinancialTimesv3_0724.csv,,20/07/2020 13:12,546,,22,5,2,16,,Marks and Spencer will cull 950 jobs as the disruption wrought by coronavirus puts pressure on the UK retailer’s profits https://t.co/Rp5ApO9rbt,,Marks and Spencer will cull 950 jobs as the disruption wrought by coronavirus puts pressure on the UK retailers profits httpstcoRp5ApO9rbt
1403,FinancialTimesv3_0724.csv,,20/07/2020 15:00,547,,28,2,0,16,,EY warned Wirecard that special audit risked misinterpretation https://t.co/sP9OTvGwp3,,EY warned Wirecard that special audit risked misinterpretation httpstcosP9OTvGwp3
1369,FinancialTimesv3_0724.csv,,20/07/2020 15:00,548,,12,1,0,16,,Biden eyes historic opportunity as Trump’s star wanes in Texas https://t.co/4c0nzXFUv5,,Biden eyes historic opportunity as Trumps star wanes in Texas httpstco4c0nzXFUv5
1404,FinancialTimesv3_0724.csv,,20/07/2020 15:00,549,,36,1,6,16,,‘We’re all doing it again’ — ‘grumpy’ Melbourne endures second lockdown https://t.co/pLPnH84X7V,,Were all doing it again  grumpy Melbourne endures second lockdown httpstcopLPnH84X7V
1405,FinancialTimesv3_0724.csv,,20/07/2020 15:00,550,,40,0,3,16,,EY warned Wirecard that special audit risked misinterpretation https://t.co/ioaYjTEvhz,,EY warned Wirecard that special audit risked misinterpretation httpstcoioaYjTEvhz
1367,FinancialTimesv3_0724.csv,,20/07/2020 15:00,551,,56,0,3,16,,US coronavirus surge: ‘It’s a failure of national leadership’ https://t.co/xo1LLcG8GK,,US coronavirus surge Its a failure of national leadership httpstcoxo1LLcG8GK
1386,FinancialTimesv3_0724.csv,,20/07/2020 15:00,552,,18,3,0,16,,EU leaders struggle to break summit logjam over virus recovery fund https://t.co/NAXCiEwp5f,,EU leaders struggle to break summit logjam over virus recovery fund httpstcoNAXCiEwp5f
1389,FinancialTimesv3_0724.csv,,20/07/2020 15:00,553,,0,0,0,16,,EU leaders struggle to break summit logjam over virus recovery fund https://t.co/XVcXRqCHpb,,EU leaders struggle to break summit logjam over virus recovery fund httpstcoXVcXRqCHpb
1371,FinancialTimesv3_0724.csv,,20/07/2020 15:00,554,,30,2,6,16,,US Covid-19 surge could trigger a double-dip recession https://t.co/bYcOYKBNDI,,US Covid19 surge could trigger a doubledip recession httpstcobYcOYKBNDI
1382,FinancialTimesv3_0724.csv,,20/07/2020 15:00,555,,22,3,3,16,,EY warned Wirecard that special audit risked misinterpretation https://t.co/VMzgn6tiyR,,EY warned Wirecard that special audit risked misinterpretation httpstcoVMzgn6tiyR
1372,FinancialTimesv3_0724.csv,,20/07/2020 15:00,556,,42,7,5,16,,Biden eyes historic opportunity as Trump’s star wanes in Texas https://t.co/S0xMXnqyJZ,,Biden eyes historic opportunity as Trumps star wanes in Texas httpstcoS0xMXnqyJZ
1400,FinancialTimesv3_0724.csv,,20/07/2020 15:00,557,,45,2,3,16,,‘The pandemic is gaining momentum’: Africa prepares for surge in infections https://t.co/VICdZo4y6b,,The pandemic is gaining momentum Africa prepares for surge in infections httpstcoVICdZo4y6b
1398,FinancialTimesv3_0724.csv,,20/07/2020 15:00,558,,14,4,1,16,,"Chinese state seizes control of 9 insurers, trusts and brokers. https://t.co/1uyCR6PeEe",,Chinese state seizes control of 9 insurers trusts and brokers httpstco1uyCR6PeEe
1377,FinancialTimesv3_0724.csv,,20/07/2020 15:00,559,,41,0,9,16,,US Covid-19 surge could trigger a double-dip recession https://t.co/H1zpiSYfFL,,US Covid19 surge could trigger a doubledip recession httpstcoH1zpiSYfFL
1353,FinancialTimesv3_0724.csv,,20/07/2020 15:00,560,,19,5,8,16,,Can Europe and US still compete with Chinese tech? https://t.co/0UvQjZjjUx,,Can Europe and US still compete with Chinese tech? httpstco0UvQjZjjUx
1348,FinancialTimesv3_0724.csv,,20/07/2020 15:00,561,,26,1,3,16,,Can a Democrat win the quintessential red state for the first time since 1976? https://t.co/BNAHZOgH6Y,,Can a Democrat win the quintessential red state for the first time since 1976? httpstcoBNAHZOgH6Y
1401,FinancialTimesv3_0724.csv,,20/07/2020 15:00,562,,33,2,2,16,,EU leaders in push to unlock deal on coronavirus recovery fund https://t.co/BDOpDncSmo,,EU leaders in push to unlock deal on coronavirus recovery fund httpstcoBDOpDncSmo
1347,FinancialTimesv3_0724.csv,,20/07/2020 15:00,563,,23,1,11,16,,Could US Covid-19 surge trigger a double-dip recession? https://t.co/liv8lephsF,,Could US Covid19 surge trigger a doubledip recession? httpstcoliv8lephsF
1350,FinancialTimesv3_0724.csv,,20/07/2020 15:00,564,,52,4,6,16,,Can a Democrat win the quintessential red state for the first time since 1976? https://t.co/M2HouquT8H,,Can a Democrat win the quintessential red state for the first time since 1976? httpstcoM2HouquT8H
1375,FinancialTimesv3_0724.csv,,20/07/2020 15:00,565,,18,2,1,16,,Biden eyes historic opportunity as Trump’s star wanes in Texas https://t.co/BNAHZOgH6Y,,Biden eyes historic opportunity as Trumps star wanes in Texas httpstcoBNAHZOgH6Y
1365,FinancialTimesv3_0724.csv,,20/07/2020 15:00,566,,25,0,4,16,,Can Europe and US still compete with Chinese tech? https://t.co/s56H4d9IaT,,Can Europe and US still compete with Chinese tech? httpstcos56H4d9IaT
1411,FinancialTimesv3_0724.csv,,20/07/2020 15:00,567,,0,0,0,16,,EU leaders struggle to break summit logjam over virus recovery fund https://t.co/eTmN8dfESg,,EU leaders struggle to break summit logjam over virus recovery fund httpstcoeTmN8dfESg
1359,FinancialTimesv3_0724.csv,,20/07/2020 15:00,568,,24,1,3,17,,Will EU leaders be able to break summit logjam over virus recovery fund? https://t.co/XVcXRqCHpb,,Will EU leaders be able to break summit logjam over virus recovery fund? httpstcoXVcXRqCHpb
1380,FinancialTimesv3_0724.csv,,20/07/2020 15:00,569,,36,3,2,17,,US Covid-19 surge could trigger a double-dip recession https://t.co/LbJ0x9nxd4,,US Covid19 surge could trigger a doubledip recession httpstcoLbJ0x9nxd4
1395,FinancialTimesv3_0724.csv,,20/07/2020 15:00,570,,28,5,2,17,,Hong Kong’s publishers self-censor in wake of national security law. https://t.co/nm43MdTANP,,Hong Kongs publishers selfcensor in wake of national security law httpstconm43MdTANP
1413,FinancialTimesv3_0724.csv,,20/07/2020 15:00,571,,0,0,0,17,,The UK has signalled it will join allies in suspending its extradition treaty with Hong Kong in the latest sign of deteriorating bilateral relations between London and Beijing. https://t.co/QRnROJrh6M,,The UK has signalled it will join allies in suspending its extradition treaty with Hong Kong in the latest sign of deteriorating bilateral relations between London and Beijing httpstcoQRnROJrh6M
1408,FinancialTimesv3_0724.csv,,20/07/2020 15:00,572,,31,4,3,17,,Europe and US can still compete with Chinese tech https://t.co/s56H4d9IaT,,Europe and US can still compete with Chinese tech httpstcos56H4d9IaT
1355,FinancialTimesv3_0724.csv,,20/07/2020 15:00,573,,57,3,6,17,,Can Europe and US still compete with Chinese tech? https://t.co/wShNFVhSWW,,Can Europe and US still compete with Chinese tech? httpstcowShNFVhSWW
1379,FinancialTimesv3_0724.csv,,20/07/2020 15:00,574,,51,2,10,17,,US coronavirus surge: ‘It’s a failure of national leadership’ https://t.co/ccNyE8o035,,US coronavirus surge Its a failure of national leadership httpstcoccNyE8o035
1384,FinancialTimesv3_0724.csv,,20/07/2020 15:00,575,,24,3,1,17,,EU leaders struggle to break summit logjam over virus recovery fund https://t.co/kyF62VUQAS,,EU leaders struggle to break summit logjam over virus recovery fund httpstcokyF62VUQAS
1344,FinancialTimesv3_0724.csv,,20/07/2020 15:00,576,,28,8,2,17,,Can a Democrat win the quintessential red state for the first time since 1976? https://t.co/4c0nzXFUv5,,Can a Democrat win the quintessential red state for the first time since 1976? httpstco4c0nzXFUv5
1364,FinancialTimesv3_0724.csv,,20/07/2020 15:00,577,,17,0,0,17,,"“We were like: when is this thing going to come?”says Mina Hosseinipour, professor of medicine at the University of North Carolina’s Malawi project in Lilongwe, the capital. https://t.co/VICdZo4y6b",,We were like when is this thing going to come?says Mina Hosseinipour professor of medicine at the University of North Carolinas Malawi project in Lilongwe the capital httpstcoVICdZo4y6b
1387,FinancialTimesv3_0724.csv,,20/07/2020 15:00,578,,39,7,8,17,,EU leaders struggle to break summit logjam over virus recovery fund https://t.co/r9sMTvsfCP,,EU leaders struggle to break summit logjam over virus recovery fund httpstcor9sMTvsfCP
1394,FinancialTimesv3_0724.csv,,20/07/2020 15:00,579,,38,2,4,17,,Brave Hong Kongers deserve better from investors. https://t.co/Ahkvt2AkwD,,Brave Hong Kongers deserve better from investors httpstcoAhkvt2AkwD
1376,FinancialTimesv3_0724.csv,,20/07/2020 15:00,580,,37,3,3,17,,US coronavirus surge: ‘It’s a failure of national leadership’ https://t.co/Ue9Capm2Fw,,US coronavirus surge Its a failure of national leadership httpstcoUe9Capm2Fw
1363,FinancialTimesv3_0724.csv,,20/07/2020 15:00,581,,27,3,4,17,,"In their hour of need, how have the tolerance, hospitality, industry and loyalty of Hong Kong’s people been repaid? https://t.co/Ahkvt2AkwD",,In their hour of need how have the tolerance hospitality industry and loyalty of Hong Kongs people been repaid? httpstcoAhkvt2AkwD
1407,FinancialTimesv3_0724.csv,,20/07/2020 15:00,582,,41,4,6,17,,"Retail bankruptcies ‘tip of the iceberg’, says Levi Strauss boss https://t.co/3YaSRF8lLd",,Retail bankruptcies tip of the iceberg says Levi Strauss boss httpstco3YaSRF8lLd
1345,FinancialTimesv3_0724.csv,,20/07/2020 15:00,583,,62,5,9,17,,Could US Covid-19 surge trigger a double-dip recession? https://t.co/bYcOYKBNDI,,Could US Covid19 surge trigger a doubledip recession? httpstcobYcOYKBNDI
1412,FinancialTimesv3_0724.csv,,20/07/2020 15:00,584,,22,3,1,17,,"Retail bankruptcies ‘tip of the iceberg’, says Levi Strauss boss https://t.co/EXeVlhHdll",,Retail bankruptcies tip of the iceberg says Levi Strauss boss httpstcoEXeVlhHdll
1342,FinancialTimesv3_0724.csv,,20/07/2020 15:13,585,,42,3,3,17,,Just in: A coronavirus vaccine being developed by Oxford university and AstraZeneca has shown promise in an early trial https://t.co/8mz11MIO4F https://t.co/MuClcA0stw,,Just in A coronavirus vaccine being developed by Oxford university and AstraZeneca has shown promise in an early trial httpstco8mz11MIO4F httpstcoMuClcA0stw
1341,FinancialTimesv3_0724.csv,,20/07/2020 15:30,586,,50,5,23,17,,Boris Johnson cautioned that the UK government would not 'completely abandon our policy of engagement' with Beijing https://t.co/kVzBMTdQRE,,Boris Johnson cautioned that the UK government would not completely abandon our policy of engagement with Beijing httpstcokVzBMTdQRE
1340,FinancialTimesv3_0724.csv,,20/07/2020 15:48,587,,23,1,2,17,,"RT @ClaerB: Should the chancellor be cutting taxes, or raising them? The FT's @ChrisGiles_ will be taking questions from readers in Tuesday…",,RT ClaerB Should the chancellor be cutting taxes or raising them? The FTs ChrisGiles will be taking questions from readers in Tuesday
1339,FinancialTimesv3_0724.csv,,20/07/2020 16:00,588,,0,0,0,17,,"A spate of bankruptcies in retail is the ‘tip of the iceberg’, Levi Strauss’s chief executive has warned https://t.co/P35DV5qE2X",,A spate of bankruptcies in retail is the tip of the iceberg Levi Strausss chief executive has warned httpstcoP35DV5qE2X
1331,FinancialTimesv3_0724.csv,,20/07/2020 16:34,589,,28,0,3,17,,Could even the most favourable outcome in vaccine development come too late to save the US economy? https://t.co/0ds6X3mCQB,,Could even the most favourable outcome in vaccine development come too late to save the US economy? httpstco0ds6X3mCQB
1330,FinancialTimesv3_0724.csv,,20/07/2020 17:00,590,,31,1,2,17,,"A recent Dallas Morning News-UT Tyler poll gave Joe Biden a five-point lead against Donald Trump in Texas.

Can a Democrat win the quintessential red state for the first time since 1976? https://t.co/nDJHC7wlC2",,A recent Dallas Morning NewsUT Tyler poll gave Joe Biden a fivepoint lead against Donald Trump in TexasCan a Democrat win the quintessential red state for the first time since 1976? httpstconDJHC7wlC2
1329,FinancialTimesv3_0724.csv,,20/07/2020 17:30,591,,32,4,2,18,,"A surge in Covid-19 cases in the US could trigger a double-dip recession, writes Gavyn Davies. Markets are ignoring the possibility that severe lockdowns may be needed in many states https://t.co/tUwZgzdAWz",,A surge in Covid19 cases in the US could trigger a doubledip recession writes Gavyn Davies Markets are ignoring the possibility that severe lockdowns may be needed in many states httpstcotUwZgzdAWz
1327,FinancialTimesv3_0724.csv,,20/07/2020 18:15,592,,46,2,17,18,,"Andrew Hill: England’s retailers will find their diplomatic skills put to the test from July 24, when mandatory mask-wearing is introduced. But even applied with a light touch, this new responsibility is bound to take its toll. https://t.co/yjQSDYMwAs",,Andrew Hill Englands retailers will find their diplomatic skills put to the test from July 24 when mandatory maskwearing is introduced But even applied with a light touch this new responsibility is bound to take its toll httpstcoyjQSDYMwAs
1321,FinancialTimesv3_0724.csv,,20/07/2020 20:45,593,,44,1,0,18,,"Just published: front page of the Financial Times, UK edition, Tuesday 21 July            https://t.co/Yxt9pEp6Ks https://t.co/DiLI3lNFE8",,Just published front page of the Financial Times UK edition Tuesday 21 July            httpstcoYxt9pEp6Ks httpstcoDiLI3lNFE8
1320,FinancialTimesv3_0724.csv,,20/07/2020 21:00,594,,66,3,2,18,,"The cost of coronavirus in the UK has been severe — the deepest and most sudden downturn in centuries. As the country's economy starts to recover, we are tracking the fast-changing situation and the sectors hit hardest by the pandemic https://t.co/V5z7MLJ4g1",,The cost of coronavirus in the UK has been severe  the deepest and most sudden downturn in centuries As the countrys economy starts to recover we are tracking the fastchanging situation and the sectors hit hardest by the pandemic httpstcoV5z7MLJ4g1
1319,FinancialTimesv3_0724.csv,,20/07/2020 21:30,595,,23,4,8,18,,"FT View: The Boris Johnson administration should immediately launch an investigation into the government's decisions and mis-steps in response to the pandemic, including its advisers, the civil service, and branches of the health system https://t.co/or4xEZIwDk",,FT View The Boris Johnson administration should immediately launch an investigation into the governments decisions and missteps in response to the pandemic including its advisers the civil service and branches of the health system httpstcoor4xEZIwDk
